Tari Lenggang Nyai
220656
Head, -0.3205062, 0.6206056, 2.78676
ShoulderCenter, -0.3434696, 0.4649839, 2.799445
ShoulderRight, -0.1624849, 0.3849227, 2.781698
ElbowRight, 0.03800145, 0.3839667, 2.731156
WristRight, 0.2553828, 0.4330269, 2.616749
HandRight, 0.3434706, 0.4526595, 2.591572
ShoulderLeft, -0.4923272, 0.3680696, 2.729275
ElbowLeft, -0.6687752, 0.4231666, 2.610331
WristLeft, -0.6966499, 0.6357114, 2.558133
HandLeft, -0.6864074, 0.7200419, 2.555775
Spine, -0.3191255, 0.1362042, 2.778046
HipCenter, -0.3070385, 0.08319419, 2.723142
HipRight, -0.2293799, 0.01730102, 2.719508
KneeRight, -0.1891807, -0.323256, 2.60112
AnkleRight, -0.2654231, -0.651116, 2.718814
FootRight, -0.2658849, -0.7539185, 2.709044
HipLeft, -0.3747533, 0.002300287, 2.691427
KneeLeft, -0.3838309, -0.4013509, 2.766724
AnkleLeft, -0.390165, -0.7374189, 2.825074
FootLeft, -0.3782742, -0.772303, 2.743188
