Tari Lenggang Nyai
151906
Head, 0.004077595, 0.6324894, 2.939111
ShoulderCenter, 0.02649405, 0.4552754, 2.949707
ShoulderRight, 0.1832933, 0.3709614, 2.88522
ElbowRight, 0.3979566, 0.4170935, 2.814869
WristRight, 0.2875475, 0.583775, 2.676331
HandRight, 0.2748173, 0.6176742, 2.651451
ShoulderLeft, -0.1399605, 0.3848099, 2.96591
ElbowLeft, -0.3630075, 0.4568809, 3.018225
WristLeft, -0.5863385, 0.5290166, 3.044264
HandLeft, -0.6428371, 0.5500945, 3.060895
Spine, 0.04849644, 0.1281585, 2.944133
HipCenter, 0.04023836, 0.07176201, 2.893107
HipRight, 0.1132438, 0.002753951, 2.870024
KneeRight, 0.1407311, -0.4294513, 2.823579
AnkleRight, 0.1621192, -0.7616516, 2.856472
FootRight, 0.1428743, -0.7971034, 2.776746
HipLeft, -0.02253979, -0.005816305, 2.89053
KneeLeft, 0.003398626, -0.4139589, 2.840102
AnkleLeft, 0.01061269, -0.7504867, 2.854811
FootLeft, -0.008632284, -0.7859385, 2.775085
