Tari Lenggang Nyai
19076
Head, -0.1132465, 0.6915394, 3.318538
ShoulderCenter, -0.1153717, 0.524778, 3.31419
ShoulderRight, 0.04925836, 0.4396369, 3.244795
ElbowRight, 0.2689357, 0.4845631, 3.254838
WristRight, 0.4873371, 0.5431798, 3.156008
HandRight, 0.5722086, 0.5625787, 3.156728
ShoulderLeft, -0.2706534, 0.4118341, 3.267879
ElbowLeft, -0.4352905, 0.3055169, 3.32751
WristLeft, -0.3586509, 0.1229591, 3.281113
HandLeft, -0.3286575, 0.06686519, 3.27137
Spine, -0.10276, 0.1800805, 3.25727
HipCenter, -0.106292, 0.1290807, 3.194676
HipRight, -0.03004275, 0.06155628, 3.172047
KneeRight, -0.05237695, -0.2988002, 3.052842
AnkleRight, -0.08517475, -0.692088, 3.120219
FootRight, -0.09372955, -0.7284904, 3.035678
HipLeft, -0.1804592, 0.06063813, 3.1724
KneeLeft, -0.09043369, -0.3356484, 3.074513
AnkleLeft, -0.0507112, -0.6931251, 3.236261
FootLeft, -0.05926599, -0.7295275, 3.15172
