Tari Lenggang Nyai
35757
Head, 0.06580262, 0.5046083, 3.201916
ShoulderCenter, 0.07846932, 0.3380309, 3.233225
ShoulderRight, 0.2189672, 0.2676196, 3.238189
ElbowRight, 0.448684, 0.3864335, 3.257475
WristRight, 0.653767, 0.5160532, 3.251124
HandRight, 0.721099, 0.5698343, 3.247843
ShoulderLeft, -0.08837847, 0.2906492, 3.241019
ElbowLeft, -0.2583293, 0.4331803, 3.227374
WristLeft, -0.4098346, 0.6459534, 3.178223
HandLeft, -0.42768, 0.6996508, 3.148881
Spine, 0.04920707, 0.02889425, 3.241349
HipCenter, 0.0435114, -0.02441829, 3.190232
HipRight, 0.1052972, -0.09742769, 3.178705
KneeRight, 0.1614761, -0.4060991, 3.004313
AnkleRight, 0.06867696, -0.6963176, 2.850302
FootRight, 0.06884253, -0.7326994, 2.766699
HipLeft, -0.03053728, -0.08563983, 3.180736
KneeLeft, -0.08245821, -0.4169073, 3.104445
AnkleLeft, 0.01691943, -0.6951196, 3.096299
FootLeft, 0.01969281, -0.73115, 2.997871
