Tari Lenggang Nyai
125930
Head, 0.009773172, 0.5100215, 3.014213
ShoulderCenter, -0.02042266, 0.3359828, 3.062707
ShoulderRight, 0.1736351, 0.2299245, 3.027533
ElbowRight, 0.2876181, 0.08344481, 2.981641
WristRight, 0.3404165, 0.1293681, 2.798173
HandRight, 0.3539793, 0.1341877, 2.807383
ShoulderLeft, -0.1577756, 0.2504424, 3.021784
ElbowLeft, -0.2383372, 0.1332737, 2.879374
WristLeft, -0.1219823, 0.03076334, 2.73021
HandLeft, -0.04182473, 0.01626004, 2.682019
Spine, 0.028758, 0.01371952, 3.066851
HipCenter, 0.03989721, -0.04490297, 3.024901
HipRight, 0.1232723, -0.112446, 3.027218
KneeRight, 0.1441189, -0.4363212, 2.866407
AnkleRight, 0.07062072, -0.7858326, 2.973792
FootRight, 0.01145767, -0.8211331, 2.897339
HipLeft, -0.01881943, -0.1310689, 2.990242
KneeLeft, -0.05322124, -0.4587628, 2.979133
AnkleLeft, 0.01189561, -0.7311066, 2.927398
FootLeft, 0.01397115, -0.7671367, 2.845507
