Tari Lenggang Nyai
88797
Head, -0.05442502, 0.4057954, 2.908504
ShoulderCenter, -0.0309947, 0.2556464, 2.973373
ShoulderRight, 0.1314855, 0.1839571, 2.945025
ElbowRight, 0.2880769, 0.07028733, 2.99955
WristRight, 0.1822829, -0.11973, 2.950969
HandRight, 0.1470183, -0.1830691, 2.938927
ShoulderLeft, -0.1953209, 0.1778779, 2.964316
ElbowLeft, -0.3867865, 0.09306583, 2.868108
WristLeft, -0.5268068, 0.02305721, 2.749863
HandLeft, -0.5976262, 0.02814813, 2.689121
Spine, -0.03415182, -0.03615177, 3.011256
HipCenter, -0.03465593, -0.09289967, 3.022566
HipRight, 0.03878804, -0.1656062, 3.029351
KneeRight, 0.144265, -0.4682214, 2.942695
AnkleRight, 0.04501542, -0.7311113, 2.944604
FootRight, 0.01243263, -0.8099269, 3.002619
HipLeft, -0.1056895, -0.1650389, 3.033644
KneeLeft, -0.2247034, -0.4642219, 2.953866
AnkleLeft, -0.130292, -0.7472162, 2.983297
FootLeft, -0.1347634, -0.7907193, 2.904988
