Tari Lenggang Nyai
187676
Head, 0.0007700046, 0.58931, 3.017027
ShoulderCenter, 0.004006346, 0.4078881, 3.025394
ShoulderRight, 0.1722682, 0.348428, 3.017035
ElbowRight, 0.367735, 0.4565195, 3.014851
WristRight, 0.4231177, 0.6817449, 2.972152
HandRight, 0.420368, 0.7658851, 2.960639
ShoulderLeft, -0.153015, 0.2945383, 2.977445
ElbowLeft, -0.3221965, 0.1529913, 2.972828
WristLeft, -0.3437523, -0.01600356, 2.897388
HandLeft, -0.3017685, -0.08952436, 2.890194
Spine, -0.00236426, 0.08260969, 3.013595
HipCenter, 0.001456492, 0.02824788, 2.960254
HipRight, 0.07515745, -0.04328326, 2.950585
KneeRight, 0.07956166, -0.3669911, 2.760268
AnkleRight, 0.04176657, -0.6883695, 2.744934
FootRight, 0.04894154, -0.7235178, 2.662655
HipLeft, -0.07225252, -0.04722797, 2.940258
KneeLeft, -0.0593159, -0.4805757, 2.94234
AnkleLeft, -0.02366374, -0.7416321, 2.999771
FootLeft, -0.01172367, -0.7696618, 2.901147
