Tari Lenggang Nyai
135972
Head, 0.1093398, 0.4733433, 2.991557
ShoulderCenter, 0.07592469, 0.3077224, 3.028342
ShoulderRight, 0.2672421, 0.2039902, 3.001841
ElbowRight, 0.3609746, 0.04624875, 2.984084
WristRight, 0.4055412, 0.1218739, 2.781537
HandRight, 0.4429356, 0.1524945, 2.680092
ShoulderLeft, -0.05199522, 0.2129337, 2.970639
ElbowLeft, -0.1281215, 0.08714343, 2.824201
WristLeft, 0.06585622, 0.01499788, 2.674415
HandLeft, 0.09911797, 0.02781762, 2.651411
Spine, 0.1277183, -0.0105177, 3.026408
HipCenter, 0.1427396, -0.06642263, 2.983131
HipRight, 0.2232938, -0.1314278, 2.984578
KneeRight, 0.2504861, -0.4727289, 2.857968
AnkleRight, 0.1700085, -0.7296615, 2.90987
FootRight, 0.1783155, -0.7650421, 2.828235
HipLeft, 0.08686233, -0.1435466, 2.957435
KneeLeft, 0.0403061, -0.4832152, 2.912791
AnkleLeft, 0.1146744, -0.7459265, 2.949737
FootLeft, 0.1252922, -0.816907, 2.924873
