Tari Lenggang Nyai
201012
Head, -0.03129625, 0.4261922, 3.113525
ShoulderCenter, -0.04410326, 0.2582997, 3.152578
ShoulderRight, 0.1426595, 0.1810221, 3.142239
ElbowRight, 0.3114111, 0.06250223, 3.251008
WristRight, 0.4679609, -0.06669319, 3.304619
HandRight, 0.5247806, -0.1264878, 3.284016
ShoulderLeft, -0.1726558, 0.1498255, 3.079554
ElbowLeft, -0.2826023, 0.003193354, 3.030212
WristLeft, -0.2983224, -0.2258856, 3.019916
HandLeft, -0.2813457, -0.3022483, 2.986617
Spine, 0.02569429, -0.05910727, 3.154523
HipCenter, 0.0492669, -0.1117307, 3.10503
HipRight, 0.1374663, -0.1710548, 3.103895
KneeRight, 0.05365688, -0.4982505, 2.897155
AnkleRight, 0.01317865, -0.7498943, 2.986615
FootRight, 0.03913834, -0.7732317, 2.889591
HipLeft, -0.003230167, -0.1915756, 3.08398
KneeLeft, -0.00512276, -0.439482, 2.870284
AnkleLeft, 0.1030561, -0.7480888, 2.746876
FootLeft, 0.0786036, -0.7869315, 2.686034
