Tari Lenggang Nyai
148584
Head, -0.308762, 0.5205336, 3.042536
ShoulderCenter, -0.2941256, 0.3575185, 3.048225
ShoulderRight, -0.1272577, 0.2708966, 2.973793
ElbowRight, 0.0324056, 0.1974463, 2.901754
WristRight, -0.135904, 0.1856762, 2.80741
HandRight, -0.1435496, 0.2469819, 2.797835
ShoulderLeft, -0.4491116, 0.2592377, 3.079161
ElbowLeft, -0.6509137, 0.1895155, 3.133349
WristLeft, -0.838065, 0.1474781, 3.155381
HandLeft, -0.9219757, 0.1413352, 3.164077
Spine, -0.2462583, 0.03744775, 3.047487
HipCenter, -0.2544183, -0.02021746, 2.999152
HipRight, -0.1743636, -0.08809775, 2.974828
KneeRight, -0.1772602, -0.4271721, 2.807734
AnkleRight, -0.1932026, -0.6916856, 2.893266
FootRight, -0.2188085, -0.7279173, 2.81584
HipLeft, -0.3227329, -0.1024254, 3.000799
KneeLeft, -0.3263356, -0.446863, 2.913373
AnkleLeft, -0.2602167, -0.766073, 2.968535
FootLeft, -0.2858227, -0.8023048, 2.891109
