Tari Lenggang Nyai
245058
Head, -0.01387876, 0.6132197, 3.015073
ShoulderCenter, -0.02260989, 0.4375451, 3.037903
ShoulderRight, 0.14418, 0.3890347, 3.055522
ElbowRight, 0.2842732, 0.5095159, 3.011872
WristRight, 0.4229926, 0.7000272, 2.937255
HandRight, 0.4575812, 0.77452, 2.915225
ShoulderLeft, -0.167383, 0.3454889, 2.949669
ElbowLeft, -0.3722, 0.2824028, 2.828811
WristLeft, -0.5400994, 0.2360219, 2.674017
HandLeft, -0.5943594, 0.2314988, 2.627983
Spine, -0.01685421, 0.112815, 3.014033
HipCenter, -6.130413E-05, 0.06086956, 2.960972
HipRight, 0.0734643, -0.008293027, 2.962566
KneeRight, 0.09512307, -0.3854751, 2.853685
AnkleRight, 0.007523984, -0.7235105, 2.966075
FootRight, 0.03138705, -0.7583384, 2.887056
HipLeft, -0.0644945, -0.01385231, 2.925875
KneeLeft, -0.07459236, -0.4217127, 2.922479
AnkleLeft, -0.09552471, -0.7607948, 2.986875
FootLeft, -0.07166165, -0.7956226, 2.907856
