Tari Lenggang Nyai
99726
Head, -0.09414851, 0.4726385, 3.055454
ShoulderCenter, -0.1551045, 0.3083763, 3.043072
ShoulderRight, -0.03809249, 0.2791313, 3.257869
ElbowRight, 0.06198409, 0.3039577, 3.391017
WristRight, 0.1537374, 0.3259856, 3.54423
HandRight, 0.1990249, 0.3425322, 3.614609
ShoulderLeft, -0.2243596, 0.195953, 2.911432
ElbowLeft, -0.3705576, 0.2742401, 2.693832
WristLeft, -0.2247169, 0.2857966, 2.536018
HandLeft, -0.2165366, 0.3012524, 2.530166
Spine, -0.1863359, -0.005632332, 3.037991
HipCenter, -0.1444783, -0.06473135, 3.014551
HipRight, -0.08957799, -0.1563728, 3.075287
KneeRight, -0.1009757, -0.5136573, 3.09641
AnkleRight, -0.1657865, -0.779548, 2.993847
FootRight, -0.09519278, -0.8170563, 2.954002
HipLeft, -0.1910328, -0.1150795, 2.941624
KneeLeft, 0.01174595, -0.433381, 2.827039
AnkleLeft, -0.1286015, -0.7503954, 2.942377
FootLeft, -0.1030029, -0.8218653, 2.943304
Default
