Tari Lenggang Nyai
211547
Head, -0.396427, 0.4916157, 3.04986
ShoulderCenter, -0.4110047, 0.3403069, 3.082147
ShoulderRight, -0.2371448, 0.2873743, 3.115578
ElbowRight, -0.08531564, 0.392465, 3.180967
WristRight, 0.07407068, 0.4042132, 3.082324
HandRight, 0.08051265, 0.4566606, 3.04826
ShoulderLeft, -0.5394852, 0.2476378, 2.990413
ElbowLeft, -0.7708027, 0.2966516, 2.903709
WristLeft, -0.9535818, 0.2850859, 2.728837
HandLeft, -0.969619, 0.2742532, 2.704548
Spine, -0.4144856, 0.02066324, 3.071013
HipCenter, -0.3965968, -0.0320312, 3.021698
HipRight, -0.3191746, -0.1016023, 3.015901
KneeRight, -0.2896658, -0.3997476, 2.851418
AnkleRight, -0.3887818, -0.7349756, 2.917652
FootRight, -0.3591776, -0.7702642, 2.840534
HipLeft, -0.4637417, -0.1044319, 2.99699
KneeLeft, -0.4572091, -0.4331546, 2.911361
AnkleLeft, -0.4432751, -0.7535968, 2.96914
FootLeft, -0.4092808, -0.8279368, 2.967965
