Tari Lenggang Nyai
143103
Head, 0.01756499, 0.6387544, 3.404711
ShoulderCenter, 0.01588406, 0.4669074, 3.422832
ShoulderRight, 0.1306577, 0.3652557, 3.346962
ElbowRight, 0.2051166, 0.4636122, 3.150985
WristRight, 0.1252046, 0.5794978, 3.016516
HandRight, 0.09925704, 0.6137978, 2.959844
ShoulderLeft, -0.1256464, 0.3465975, 3.368023
ElbowLeft, -0.1598984, 0.1854748, 3.264636
WristLeft, -0.05658212, 0.09858715, 3.129194
HandLeft, -0.003623735, 0.08244295, 3.065213
Spine, 0.0555013, 0.1147523, 3.413041
HipCenter, 0.05887691, 0.05325301, 3.361392
HipRight, 0.12159, 0.002771263, 3.343622
KneeRight, 0.1157534, -0.4155161, 3.441691
AnkleRight, 0.07744357, -0.7264215, 3.628296
FootRight, 0.06974275, -0.7618406, 3.546633
HipLeft, 0.005807742, -0.01273082, 3.350348
KneeLeft, 0.009107694, -0.3994352, 3.310897
AnkleLeft, -0.007708928, -0.7547645, 3.314122
FootLeft, -0.01540975, -0.7901836, 3.232459
Default
