Tari Lenggang Nyai
219741
Head, 0.01560942, 0.6164762, 2.741375
ShoulderCenter, 0.07786701, 0.4685618, 2.741693
ShoulderRight, 0.2091315, 0.3949615, 2.688075
ElbowRight, 0.4032994, 0.5433321, 2.682237
WristRight, 0.4077131, 0.7787093, 2.601751
HandRight, 0.395815, 0.858654, 2.584445
ShoulderLeft, -0.09553337, 0.3341695, 2.739777
ElbowLeft, -0.2962202, 0.3295405, 2.754859
WristLeft, -0.4768389, 0.3409373, 2.750022
HandLeft, -0.539243, 0.343472, 2.756775
Spine, 0.1057308, 0.1284271, 2.720086
HipCenter, 0.1006107, 0.07107934, 2.666065
HipRight, 0.1758648, 0.007515417, 2.650096
KneeRight, 0.2169111, -0.4103233, 2.702644
AnkleRight, 0.2414038, -0.7496121, 2.754559
FootRight, 0.2243626, -0.7847627, 2.673682
HipLeft, 0.03353323, -0.002723835, 2.652699
KneeLeft, 0.003261048, -0.3034348, 2.53931
AnkleLeft, -0.02683039, -0.5647656, 2.432301
FootLeft, -0.004070889, -0.4713999, 2.470161
Default
