Tari Lenggang Nyai
246774
Head, -0.06071723, 0.6063339, 3.084094
ShoulderCenter, -0.05479656, 0.436156, 3.099456
ShoulderRight, 0.09548379, 0.3363952, 3.023557
ElbowRight, 0.226466, 0.1879043, 2.908898
WristRight, 0.3100908, 0.03966774, 2.783423
HandRight, 0.3791977, 0.001369379, 2.773202
ShoulderLeft, -0.2133963, 0.3376368, 3.048935
ElbowLeft, -0.3387705, 0.4106664, 2.82868
WristLeft, -0.4260211, 0.5783095, 2.762714
HandLeft, -0.4473459, 0.5947097, 2.752986
Spine, -0.05251468, 0.09371677, 3.072626
HipCenter, -0.05652677, 0.03783491, 3.016774
HipRight, 0.01399794, -0.02882197, 3.000521
KneeRight, -0.01596586, -0.4029544, 2.910057
AnkleRight, -0.0206953, -0.7566155, 3.008452
FootRight, -0.02737028, -0.791438, 2.926149
HipLeft, -0.1272085, -0.03121421, 3.001492
KneeLeft, -0.09628648, -0.4349496, 3.008449
AnkleLeft, -0.06757979, -0.7781621, 3.093518
FootLeft, -0.05105244, -0.840813, 3.053468
Default
