Tari Lenggang Nyai
28136
Head, -0.05938349, 0.5935863, 3.313922
ShoulderCenter, -0.03059, 0.4343699, 3.32832
ShoulderRight, 0.1085042, 0.3260351, 3.229245
ElbowRight, 0.1132493, 0.1568248, 3.104806
WristRight, -0.07938367, 0.1608879, 3.054465
HandRight, -0.1246978, 0.193341, 3.022972
ShoulderLeft, -0.2064314, 0.3712442, 3.326906
ElbowLeft, -0.3522248, 0.5073218, 3.291502
WristLeft, -0.3675618, 0.6948622, 3.222801
HandLeft, -0.3985141, 0.7446751, 3.19713
Spine, -0.03644784, 0.1086616, 3.308224
HipCenter, -0.05139004, 0.05587628, 3.258135
HipRight, 0.0134923, -0.01224623, 3.22569
KneeRight, 0.02776236, -0.4032454, 3.166871
AnkleRight, 0.03524217, -0.7109001, 3.30448
FootRight, 0.01284328, -0.7466843, 3.223291
HipLeft, -0.1213027, -0.01238821, 3.257163
KneeLeft, -0.1088279, -0.3929239, 3.204854
AnkleLeft, -0.1010655, -0.7320235, 3.287097
FootLeft, -0.1234644, -0.7678076, 3.205907
