Tari Lenggang Nyai
2477
Head, -0.06768766, 0.8235631, 3.167342
ShoulderCenter, -0.05681436, 0.6730664, 3.19359
ShoulderRight, 0.09241761, 0.6708162, 3.200459
ElbowRight, 0.204832, 0.8545693, 3.166769
WristRight, 0.273545, 1.046912, 3.125944
HandRight, 0.2990555, 1.106211, 3.112497
ShoulderLeft, -0.1933713, 0.5552628, 3.063869
ElbowLeft, -0.1191925, 0.4599486, 2.870785
WristLeft, 0.05408312, 0.5208951, 2.764025
HandLeft, 0.03956116, 0.5067957, 2.773305
Spine, -0.02844077, 0.3135971, 3.15581
HipCenter, -0.004512713, 0.2557536, 3.097759
HipRight, 0.07652751, 0.197116, 3.091707
KneeRight, 0.05160269, -0.2405965, 3.068587
AnkleRight, 0.004657775, -0.5931647, 3.143912
FootRight, 0.03401214, -0.6311381, 3.061294
HipLeft, -0.0691132, 0.1790515, 3.071635
KneeLeft, -0.05934272, -0.250321, 3.044648
AnkleLeft, -0.06951996, -0.6001967, 3.152773
FootLeft, -0.08492624, -0.6794208, 3.143705
Default
