Head, 0.1449217, 0.5425841, 3.125725
ShoulderCenter, 0.06681704, 0.3813887, 3.161344
ShoulderRight, 0.2278013, 0.2616945, 3.270384
ElbowRight, 0.2458369, 0.0359956, 3.274401
WristRight, 0.2615014, -0.1830147, 3.159408
HandRight, 0.2842456, -0.2731551, 3.135574
ShoulderLeft, -0.07038178, 0.289676, 3.080237
ElbowLeft, -0.1688099, 0.09970416, 3.00819
WristLeft, -0.1917651, 0.1601047, 2.792081
HandLeft, -0.1813647, 0.2053006, 2.693573
Spine, 0.04414796, 0.0467288, 3.15739
HipCenter, 0.05691057, -0.01855341, 3.134284
HipRight, 0.1161473, -0.1082929, 3.167615
KneeRight, 0.1162631, -0.5148996, 3.071035
AnkleRight, 0.1008956, -0.8533467, 3.064972
FootRight, 0.1493555, -0.8934308, 2.98788
HipLeft, -0.001014137, -0.09205868, 3.080895
KneeLeft, -0.02181542, -0.5231819, 2.969734
AnkleLeft, -0.2051188, -0.8457701, 3.01368
FootLeft, -0.2099321, -0.9218267, 2.977024
