Head, -0.1543386, 0.5815444, 3.261399
ShoulderCenter, -0.1650391, 0.404591, 3.280426
ShoulderRight, 0.01003883, 0.292364, 3.318074
ElbowRight, 0.1061282, 0.09252934, 3.30924
WristRight, 0.2376915, 0.1716397, 3.11697
HandRight, 0.2847715, 0.2016011, 3.040914
ShoulderLeft, -0.3334142, 0.2996663, 3.279395
ElbowLeft, -0.4073514, 0.08581754, 3.26972
WristLeft, -0.5173358, 0.2360808, 3.10894
HandLeft, -0.5433248, 0.2937098, 3.057777
Spine, -0.1525858, 0.05576845, 3.266685
HipCenter, -0.1432154, -0.0006958662, 3.207619
HipRight, -0.06426282, -0.07466272, 3.20121
KneeRight, -0.01430138, -0.5008941, 3.170684
AnkleRight, 0.02628821, -0.8605, 3.130135
FootRight, 0.03686599, -0.8970026, 3.037011
HipLeft, -0.214601, -0.07733505, 3.181955
KneeLeft, -0.2515514, -0.5079044, 3.192662
AnkleLeft, -0.2696164, -0.8805401, 3.176738
FootLeft, -0.2590386, -0.9170427, 3.083614
