Head, 0.03341027, 0.5687416, 3.207346
ShoulderCenter, -0.02376705, 0.404709, 3.210316
ShoulderRight, 0.1393015, 0.275795, 3.328344
ElbowRight, 0.2261994, 0.08053486, 3.304417
WristRight, 0.299417, 0.06548791, 3.090503
HandRight, 0.3613727, 0.03017981, 2.965999
ShoulderLeft, -0.1755529, 0.2965129, 3.137558
ElbowLeft, -0.2530292, 0.07656056, 3.063861
WristLeft, -0.2973138, -0.1285729, 2.879359
HandLeft, -0.3070643, -0.2187509, 2.846131
Spine, -0.06592859, 0.06244444, 3.217536
HipCenter, -0.04421087, -0.001115743, 3.172817
HipRight, 0.01914027, -0.09255108, 3.208575
KneeRight, 0.03894388, -0.4946709, 3.15512
AnkleRight, 0.03294132, -0.8519917, 3.090804
FootRight, 0.07982399, -0.8919055, 3.012147
HipLeft, -0.1161783, -0.07642979, 3.116466
KneeLeft, -0.2448063, -0.5150533, 3.107295
AnkleLeft, -0.3338848, -0.8451958, 3.175154
FootLeft, -0.3773646, -0.9144896, 3.152416
