Head, -0.09724311, 0.5774956, 3.211016
ShoulderCenter, -0.134925, 0.39865, 3.199698
ShoulderRight, 0.04239989, 0.2808425, 3.273027
ElbowRight, 0.07275941, 0.009537235, 3.200699
WristRight, 0.08684108, -0.1791676, 3.071828
HandRight, 0.101811, -0.2643502, 3.029619
ShoulderLeft, -0.2961662, 0.2895457, 3.172682
ElbowLeft, -0.3479081, 0.0185527, 3.142094
WristLeft, -0.366625, -0.1880251, 3.059323
HandLeft, -0.3701207, -0.2677048, 3.045982
Spine, -0.1287559, 0.05064141, 3.173545
HipCenter, -0.1107446, -0.004679841, 3.116292
HipRight, -0.03125162, -0.0848795, 3.121131
KneeRight, 0.02097026, -0.5069975, 3.071409
AnkleRight, 0.05661481, -0.8668711, 3.057578
FootRight, 0.0827979, -0.9027932, 2.968491
HipLeft, -0.1802636, -0.07808777, 3.077171
KneeLeft, -0.2305757, -0.5148647, 3.03475
AnkleLeft, -0.2576403, -0.8668892, 3.006654
FootLeft, -0.2314572, -0.9028112, 2.917566
